cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,citation_under_idr,citation_under_iidr,location,processing_date
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2023-02-02,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2023-03-04,3,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415008,Greenwood Operations DBA Greenwood Center,1139 Main Avenue,Warwick,RI,02886,2023-02-02,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",F,"Deficient, Provider has date of correction",2023-03-04,3,Y,N,N,N,N,"1139 Main Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2025-09-05,Health,F,Resident Rights Deficiencies,0577,Allow residents to easily view the nursing home's survey results and communicate with advocate agencies.,C,"Deficient, Provider has date of correction",2025-10-13,1,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2025-09-05,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",E,"Deficient, Provider has date of correction",2025-10-13,1,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2025-09-05,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,E,"Deficient, Provider has date of correction",2025-10-13,1,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2025-09-05,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2025-10-13,1,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2024-07-24,Health,F,Resident Assessment and Care Planning Deficiencies,0661,"Ensure necessary information is communicated to the resident, and receiving health care provider at the time of a planned discharge.",D,"Deficient, Provider has date of correction",2024-08-23,2,N,Y,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2024-08-21,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,E,"Deficient, Provider has date of correction",2024-09-20,2,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2024-08-21,Health,F,Nursing and Physician Services Deficiencies,0730,Observe each nurse aide's job performance and give regular training.,F,"Deficient, Provider has date of correction",2024-09-20,2,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2024-08-21,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",E,"Deficient, Provider has date of correction",2024-09-20,2,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2024-08-21,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",E,"Deficient, Provider has date of correction",2024-09-20,2,Y,Y,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2024-03-13,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2024-04-10,3,N,Y,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-09-20,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2023-10-20,3,N,Y,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-09-14,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2023-10-14,3,N,Y,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-08-01,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",E,"Deficient, Provider has date of correction",2023-08-18,3,N,Y,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-08-01,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2023-08-18,3,N,Y,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-08-23,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2023-09-22,3,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-08-23,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2023-09-22,3,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-08-23,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",E,Past Non-Compliance,2023-08-22,3,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-08-23,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,F,"Deficient, Provider has date of correction",2023-09-22,3,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-08-23,Health,F,Pharmacy Service Deficiencies,0759,Ensure medication error rates are not 5 percent or greater.,D,"Deficient, Provider has date of correction",2023-09-22,3,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415009,Kent Regency Center,660 Commonwealth Avenue,Warwick,RI,02886,2023-08-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2023-09-22,3,Y,N,N,N,N,"660 Commonwealth Avenue,Warwick,RI,02886",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2025-11-28,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2025-12-28,1,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2025-06-04,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2025-07-04,1,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2025-02-20,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2025-03-22,1,Y,N,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2025-02-20,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-03-22,1,Y,N,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2025-01-13,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,K,"Deficient, Provider has date of correction",2025-02-03,2,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2025-01-13,Health,F,Administration Deficiencies,0835,Administer the facility in a manner that enables it to use its resources effectively and efficiently.,F,"Deficient, Provider has date of correction",2025-02-03,2,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-11-25,Health,F,Nutrition and Dietary Deficiencies,0805,Ensure each resident receives and the facility provides food prepared in a form designed to meet individual needs.,J,"Deficient, Provider has date of correction",2024-12-13,2,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-10-03,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2024-11-02,2,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-10-03,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-11-02,2,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-03-06,Health,F,Nutrition and Dietary Deficiencies,0805,Ensure each resident receives and the facility provides food prepared in a form designed to meet individual needs.,D,"Deficient, Provider has date of correction",2024-04-05,2,Y,N,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-03-06,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2024-04-05,2,Y,N,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-03-06,Health,F,Nursing and Physician Services Deficiencies,0947,"Ensure nurse aides have the skills they need to care for residents, and give nurse aides education in dementia care and abuse prevention.",D,"Deficient, Provider has date of correction",2024-04-05,2,Y,N,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-03-06,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2024-04-05,2,Y,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-03-06,Health,F,Administration Deficiencies,0773,Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.,D,"Deficient, Provider has date of correction",2024-04-05,2,Y,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2024-01-22,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-02-21,3,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2023-12-05,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-01-04,3,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
415010,Saint Elizabeth Home East Greenwich,1 Saint Elizabeth Way,East Greenwich,RI,02818,2023-12-05,Health,F,Nursing and Physician Services Deficiencies,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",E,"Deficient, Provider has date of correction",2024-01-04,3,N,Y,N,N,N,"1 Saint Elizabeth Way,East Greenwich,RI,02818",2026-06-01
